-179.0 -179.0 0.0
-179.0 -177.0 0.0
-179.0 -175.0 0.0
-179.0 -173.0 0.0
-179.0 -171.0 0.0
-179.0 -169.0 0.0
-179.0 -167.0 0.0
-179.0 -165.0 0.0
-179.0 -163.0 0.0
-179.0 -161.0 0.0
-179.0 -159.0 0.0
-179.0 -157.0 0.0
-179.0 -155.0 0.0
-179.0 -153.0 0.0
-179.0 -151.0 0.0
-179.0 -149.0 0.0
-179.0 -147.0 0.0
-179.0 -145.0 9.287157991089952E-8
-179.0 -143.0 2.96171008775639E-6
-179.0 -141.0 1.2309591678073519E-5
-179.0 -139.0 3.2928735652334995E-5
-179.0 -137.0 6.512662400064819E-5
-179.0 -135.0 1.0871349037539124E-4
-179.0 -133.0 1.6963252185562197E-4
-179.0 -131.0 2.49187683511764E-4
-179.0 -129.0 3.4560143582663044E-4
-179.0 -127.0 4.6751429883767686E-4
-179.0 -125.0 6.36050561293823E-4
-179.0 -123.0 8.61967099353334E-4
-179.0 -121.0 0.0011580111374877512
-179.0 -119.0 0.0015250675350729705
-179.0 -117.0 0.0019835502351626655
-179.0 -115.0 0.002573189372819473
-179.0 -113.0 0.003395017634282017
-179.0 -111.0 0.004510060609295521
-179.0 -109.0 0.005934954167042082
-179.0 -107.0 0.00766527605546754
-179.0 -105.0 0.009802829067935727
-179.0 -103.0 0.01243226058723764
-179.0 -101.0 0.01559816196522273
-179.0 -99.0 0.019451434336269835
-179.0 -97.0 0.0240126914723558
-179.0 -95.0 0.029285791260767826
-179.0 -93.0 0.035309147151507916
-179.0 -91.0 0.04214646151349175
-179.0 -89.0 0.04998077236320682
-179.0 -87.0 0.05914676818799749
-179.0 -85.0 0.0697464463691139
-179.0 -83.0 0.08184804471589138
-179.0 -81.0 0.09580907702436312
-179.0 -79.0 0.11144613985606908
-179.0 -77.0 0.1289990424788041
-179.0 -75.0 0.14876124476220537
-179.0 -73.0 0.17017701027086152
-179.0 -71.0 0.19199035076485677
-179.0 -69.0 0.21308313129645906
-179.0 -67.0 0.23202561231504643
-179.0 -65.0 0.24685062792298798
-179.0 -63.0 0.2557285842264481
-179.0 -61.0 0.2570360424604764
-179.0 -59.0 0.24988670978949856
-179.0 -57.0 0.23425780971476223
-179.0 -55.0 0.21100516874515782
-179.0 -53.0 0.1820301062768841
-179.0 -51.0 0.14987396395906816
-179.0 -49.0 0.11775460728303092
-179.0 -47.0 0.08864573368295234
-179.0 -45.0 0.06421421207396846
-179.0 -43.0 0.04547348136804224
-179.0 -41.0 0.03227312033412586
-179.0 -39.0 0.022998440200075923
-179.0 -37.0 0.016205352819447235
-179.0 -35.0 0.011226127631114293
-179.0 -33.0 0.007729860055758071
-179.0 -31.0 0.005195993179226675
-179.0 -29.0 0.003356049959113384
-179.0 -27.0 0.0021081404823761066
-179.0 -25.0 0.0013207453497797097
-179.0 -23.0 8.440439316679853E-4
-179.0 -21.0 5.794001813586503E-4
-179.0 -19.0 4.4087694083408386E-4
-179.0 -17.0 3.4875102012808107E-4
-179.0 -15.0 2.827535076996877E-4
-179.0 -13.0 2.3609318599184358E-4
-179.0 -11.0 1.977006371311821E-4
-179.0 -9.0 1.6544451442737038E-4
-179.0 -7.0 1.3839705431324575E-4
-179.0 -5.0 1.1526949430457177E-4
-179.0 -3.0 9.449894184066818E-5
-179.0 -1.0 7.546089293887342E-5
-179.0 1.0 5.796377626343609E-5
-179.0 3.0 4.231536059502462E-5
-179.0 5.0 2.8795145331842692E-5
-179.0 7.0 1.764979645747552E-5
-179.0 9.0 9.08909588720913E-6
-179.0 11.0 3.282468907546111E-6
-179.0 13.0 3.5614536814562117E-7
-179.0 15.0 0.0
-179.0 17.0 0.0
-179.0 19.0 0.0
-179.0 21.0 0.0
-179.0 23.0 0.0
-179.0 25.0 0.0
-179.0 27.0 0.0
-179.0 29.0 0.0
-179.0 31.0 0.0
-179.0 33.0 0.0
-179.0 35.0 0.0
-179.0 37.0 0.0
-179.0 39.0 0.0
-179.0 41.0 0.0
-179.0 43.0 0.0
-179.0 45.0 0.0
-179.0 47.0 0.0
-179.0 49.0 0.0
-179.0 51.0 0.0
-179.0 53.0 0.0
-179.0 55.0 0.0
-179.0 57.0 0.0
-179.0 59.0 0.0
-179.0 61.0 0.0
-179.0 63.0 0.0
-179.0 65.0 0.0
-179.0 67.0 0.0
-179.0 69.0 0.0
-179.0 71.0 0.0
-179.0 73.0 0.0
-179.0 75.0 0.0
-179.0 77.0 0.0
